,InteractorA,InteractorB
667786,SIRT7,CRNKL1
667787,SIRT7,WARS
667788,SIRT7,CAPN1
667789,SIRT7,DDX46
667790,SIRT7,SSB
667791,SIRT7,ACAT1
667792,SIRT7,FANCI
667793,SIRT7,PSMC3
667794,SIRT7,MRE11A
667795,SIRT7,GDI1
667796,SIRT7,RBBP4
667797,SIRT7,SLC25A13
667798,SIRT7,RPF2
667799,SIRT7,RRP7A
667800,SIRT7,PUM1
667801,SIRT7,ZC3H18
667802,SIRT7,DIEXF
667803,SIRT7,CHD7
667804,SIRT7,MYO1D
667805,SIRT7,USP34
667806,SIRT7,ACTR2
667807,SIRT7,TCF20
667808,SIRT7,CSNK2A2
667809,SIRT7,SPTBN2
667810,SIRT7,SRRM1
667811,SIRT7,PARN
667812,SIRT7,CPSF3
667813,SIRT7,SKIV2L
667814,SIRT7,PSMD12
667815,SIRT7,SNRNP70
667816,SIRT7,MAK16
667817,SIRT7,ZC3H13
667818,SIRT7,OSBPL8
667819,SIRT7,MAP4
667820,SIRT7,IPO4
667821,SIRT7,POLRMT
667822,SIRT7,NCAPD2
667824,SIRT7,NOLC1
667825,SIRT7,RBBP7
667826,SIRT7,PDS5A
667827,SIRT7,IMPDH2
667828,SIRT7,DHX16
667829,SIRT7,HK1
667830,SIRT7,OAT
667831,SIRT7,LONP1
667832,SIRT7,WHSC1
667833,SIRT7,RPLP1
667834,SIRT7,NSD1
667835,SIRT7,RRP8
667836,SIRT7,DDX20
667837,SIRT7,GIGYF2
667838,SIRT7,ABCE1
667839,SIRT7,LARP7
667840,SIRT7,KDM1A
667841,SIRT7,RBM6
667842,SIRT7,SMARCC1
667843,SIRT7,ANXA6
667844,SIRT7,EIF3I
667845,SIRT7,ATAD2B
667846,SIRT7,EIF3E
667847,SIRT7,SEC23B
667848,SIRT7,POLDIP3
667849,SIRT7,LARP4B
667850,SIRT7,LARP4
667851,SIRT7,CGN
667852,SIRT7,PREP
667853,SIRT7,DNM2
667854,SIRT7,PUF60
667855,SIRT7,PYGB
667856,SIRT7,FUBP3
667857,SIRT7,IARS2
667858,SIRT7,USP5
667859,SIRT7,DLD
667860,SIRT7,RAD21
667861,SIRT7,PNP
667862,SIRT7,PDCD6IP
667863,SIRT7,H1FX
667864,SIRT7,ZBTB11
667865,SIRT7,ZCCHC8
667866,SIRT7,USP11
667867,SIRT7,IK
667868,SIRT7,ASNS
667869,SIRT7,UBE2O
667870,SIRT7,SYMPK
667871,SIRT7,RECQL
667872,SIRT7,NCKAP1
667873,SIRT7,HDAC2
667874,SIRT7,DLAT
667875,SIRT7,CLUH
667876,SIRT7,ANKRD28
667877,SIRT7,NUFIP2
667878,SIRT7,WDR6
667879,SIRT7,RNPEP
667880,SIRT7,RFC1
667881,SIRT7,DDX51
667882,SIRT7,PGAM5
667883,SIRT7,NNT
667884,SIRT7,RCC2
667885,SIRT7,ME2
667886,SIRT7,PSMC5
667887,SIRT7,DDX23
667889,SIRT7,FKBP4
667890,SIRT7,ZCCHC6
667891,SIRT7,ANKRD52
667892,SIRT7,POLE
667893,SIRT7,NLE1
667894,SIRT7,PDS5B
667895,SIRT7,NAP1L1
667896,SIRT7,EWSR1
667897,SIRT7,CCAR1
667898,SIRT7,LRRC47
667899,SIRT7,TTF1
667900,SIRT7,ANAPC1
667901,SIRT7,POLA1
667902,SIRT7,UQCRC2
667903,SIRT7,SPAG9
667904,SIRT7,XPOT
667905,SIRT7,PDHA1
667906,SIRT7,PGAM1
667907,SIRT7,PCNT
667908,SIRT7,PRKRA
667909,SIRT7,ARID1A
667910,SIRT7,MSH2
667911,SIRT7,SRSF2
667912,SIRT7,GMPS
667913,SIRT7,UQCRC1
667914,SIRT7,BEND3
667915,SIRT7,KIF4A
667916,SIRT7,TTLL12
667917,SIRT7,PYGL
667918,SIRT7,CAP1
667919,SIRT7,SURF6
667920,SIRT7,PNPT1
667921,SIRT7,ANXA11
667922,SIRT7,ARHGDIA
667923,SIRT7,MVP
667924,SIRT7,ATM
667925,SIRT7,NAA15
667926,SIRT7,DIS3
667927,SIRT7,S100A8
667928,SIRT7,TGM3
667929,SIRT7,FH
667930,SIRT7,XPO7
667931,SIRT7,LTF
670371,TCF3,ID4
670374,TCF3,KDM1A
670375,TCF3,PRMT5
670376,TCF3,MRPL37
670377,TCF3,RPL23A
670378,TCF3,UQCRC2
670379,TCF3,MRPL49
670381,TCF3,DDX17
670382,TCF3,SAFB
670383,TCF3,EIF5A
670384,TCF3,MYO1B
670387,TCF3,GSE1
670388,TCF3,SLC25A10
670389,TCF3,BHLHA15
670390,TCF3,PIP
670391,TCF3,ALDH18A1
670392,TCF3,SF3A3
670393,TCF3,DNAJC10
670394,TCF3,RPL36A
670395,TCF3,IMMT
670396,TCF3,RPS13
670397,TCF3,DDX20
670398,TCF3,TET2
670399,TCF3,PRPF8
670400,TCF3,RCOR1
670401,TCF3,TCF24
670402,TCF3,RPL14
670403,TCF3,PON2
670404,TCF3,SSBP1
670405,TCF3,RPL31
670406,TCF3,MRPL44
670407,TCF3,C14ORF166
670408,TCF3,SPIN1
670409,TCF3,CCT2
670410,TCF3,MYL6B
670411,TCF3,CHCHD3
670412,TCF3,ATP2A3
670413,TCF3,LANCL2
670414,TCF3,SLC9A3R1
670415,TCF3,TIMM50
670416,TCF3,ERLIN2
670417,TCF3,MRPL39
670418,TCF3,ATOH8
670419,TCF3,SERPINH1
670420,TCF3,SETSIP
670422,TCF3,SON
670423,TCF3,FBL
670424,TCF3,SLC25A4
670425,TCF3,EEF1A2
670426,TCF3,LGALS7
670427,TCF3,C1QBP
670428,TCF3,CPD
670429,TCF3,MRPL23
670430,TCF3,NHLH2
670431,TCF3,RPL13
670432,TCF3,COX7A2
670433,TCF3,CSTA
670434,TCF3,PCBP1
670435,TCF3,NDUFB4
670436,TCF3,TFF3
670437,TCF3,FLG2
670438,TCF3,HNRNPR
670439,TCF3,ERAL1
670440,TCF3,RPN2
670441,TCF3,RBM39
670442,TCF3,RPL24
670443,TCF3,LBR
670444,TCF3,CASP14
670445,TCF3,STK38
670446,TCF3,CANX
670447,TCF3,NCL
670448,TCF3,RPS3
670449,TCF3,RPL27A
670450,TCF3,RPL4
670451,TCF3,NPM1
670452,TCF3,RFC3
670453,TCF3,RPSA
670454,TCF3,SFN
670455,TCF3,YWHAQ
670456,TCF3,EIF3G
670457,TCF3,EIF4A1
670458,TCF3,EIF4A2
670459,TCF3,EEF1B2
670460,TCF3,DDX5
670461,TCF3,DNMT1
670462,TCF3,NONO
670463,TCF3,HIST1H4H
670464,TCF3,HIST2H4
670465,TCF3,HIST1H4C
670466,TCF3,HIST2H2AB
670467,TCF3,HIST3H2A
670468,TCF3,HIST1H4K
670469,TCF3,TAF15
670470,TCF3,RBBP4
670471,TCF3,RBBP7
670472,TCF3,PSMD11
670473,TCF3,PSMD13
670474,TCF3,PSMD2
670475,TCF3,PSME3
670476,TCF3,UBE2N
670478,TCF3,UBB
670480,TCF3,PRPF31
670481,TCF3,SRSF1
670482,TCF3,SF3B3
670483,TCF3,LSM2
670485,TCF3,STIP1
670486,TCF3,PCNA
670487,TCF3,SMARCA4
670488,TCF3,RPL7A
670489,TCF3,PDCD6
670490,TCF3,PAK2
670491,TCF3,NCAPG
670492,TCF3,CHD4
670493,TCF3,SKP1A
670494,TCF3,NCAPD2
670495,TCF3,PARK7
670496,TCF3,SUB1
673890,MYSM1,TCF3
675141,TCF12,TCF3
675145,FOXH1,TCF3
675858,DACT2,TCF3
677797,LATS2,YWHAG
678006,MAP3K3,YWHAB
681666,TINF2,YWHAG
681859,POT1,YWHAG
682589,ITGB2,YWHAB
686290,CUL3,YWHAB
686516,CUL3,SF3B1
687047,CUL3,YWHAG
688480,CDK2,YWHAG
689179,CUL1,SF3B1
689835,COPS5,SF3B1
690380,DCUN1D1,YWHAB
690595,CAND1,SF3B1
692074,CTNNB1,TCF3
695541,PTPN14,YWHAB
719609,MEX3B,YWHAG
719610,MEX3B,YWHAB
720140,YWHAG,MAP3K1
721243,MARK2,YWHAB
722614,LRRK2,YWHAB
722619,LRRK2,YWHAG
722766,CRK,YWHAB
722767,CRK,YWHAG
723638,KIF13B,YWHAB
724157,AKT1,YWHAG
724487,GRK5,YWHAG
724574,GRK5,YWHAB
725185,TCF3,TLE1
728089,TCF3,KAT2A
728090,TCF3,TRRAP
728091,TCF3,SUPT3H
728092,TCF3,TADA2A
736061,PARK7,YWHAG
737444,YWHAB,SPTAN1
737455,NCAM1,YWHAB
738166,SIRT7,APP
738282,YWHAB,APP
740411,HTT,YWHAG
742611,SF3A3,SF3B1
742612,SF3B1,SNRPD2
742633,SNRPA1,SF3B1
742997,SF3B1,SNRNP200
743062,SF3B1,SNRPD1
743064,SNRPB2,SF3B1
743067,SF3B1,SRSF1
743068,HNRNPK,SF3B1
743100,SF3B1,SNRPD3
743144,SF3B1,EFTUD2
743164,PRPF8,SF3B1
743340,HNRNPR,SF3B1
743841,SF3B1,U2AF1
743931,SF3B1,SNRPA
744013,RBMX,SF3B1
744037,SF3B1,SRSF5
744049,SF3B1,U2AF2
744075,SF3B1,SFPQ
744095,HNRNPM,SF3B1
744552,ILF2,SF3B1
744578,PRPF31,SF3B1
744630,SF3B1,TRA2B
744739,ILF3,SF3B1
744847,SF3B1,TARDBP
745239,SF3B1,SART1
745269,SF3B1,SRRM2
745425,SF3B1,THOC1
745563,SF3B1,USP39
745789,SF3B1,SSRP1
745821,SF3B1,UBAP2L
746172,SF3B1,ZNF326
746224,SF3B1,EPRS
746394,SF3B1,SON
747205,SF3B1,TRMT112
747346,SF3B1,SURF4
747640,SF3B1,TMED9
748158,YWHAB,ACTA2
748407,SF3B1,SSR3
749709,SF3B1,CCT6A
749997,SF3B1,VTN
750248,MCM6,SF3B1
750438,SF3B1,TPM1
751493,MCM2,SF3B1
751556,SF3B1,TRIM24
752001,SF3B1,TIMM13
753365,RBM14,SF3B1
753505,YWHAB,ATG4B
753520,SF3B1,TUBA1B
753537,SF3B1,SSBP1
753991,SF3B1,TOX4
754324,SF3B1,TFPI
797019,OLIG2,TCF3
797750,ESR1,SF3B1
809277,ECT2,YWHAB
810213,FOXP3,SIRT7
811325,MAGOH,SF3B1
811347,EIF4A3,SF3B1
811704,HNF1A,YWHAB
811706,HNF1A,YWHAG
815624,SMURF1,SF3B1
815922,YWHAE,SF3B1
816482,TCF3,TFAP4
816484,TCF3,SCX
816485,TCF3,TWIST2
816486,TCF3,USF1
816488,TCF3,RPA1
817170,VCP,YWHAB
817173,VCP,YWHAG
818234,FERD3L,TCF3
818712,TCF3,RALGAPA1
824323,NEUROG2,TCF3
826369,FN1,SF3B1
826395,FN1,YWHAG
826576,FN1,YWHAB
826732,VCAM1,YWHAB
827451,SF3B1,RBM17
827452,SF3B1,PLRG1
827453,SF3B1,SNIP1
829319,CSNK2A1,SF3B1
830145,ZFP36L1,YWHAB
831201,ATF2,YWHAB
831295,ATF2,YWHAG
831882,RPGRIP1L,YWHAG
832049,IQCB1,YWHAB
832563,GRB2,YWHAB
832578,GRB2,YWHAG
833134,TRIM32,YWHAB
833135,TRIM32,YWHAG
833270,NOS2,YWHAG
833753,SMAD9,SF3B1
834311,SMAD1,SF3B1
834421,SMAD5,SF3B1
834872,YWHAZ,YWHAB
834874,YWHAZ,YWHAG
835312,SF3B1,IL7R
835357,YWHAG,IL7R
837283,ITGA4,YWHAB
837317,ITGA4,YWHAG
837832,SF3B1,RPL23A
837833,SF3B1,RPL18A
837834,SF3B1,RPL3
837835,SF3B1,RPL10
837836,SF3B1,RPS2
838250,GAG-POL,YWHAB
838255,GAG-POL,YWHAG
844475,CBX4,YWHAB
844858,PTPN11,YWHAB
854014,FBXO32,YWHAB
854015,FBXO32,YWHAG
854088,RARA,YWHAB
854089,RARA,YWHAG
854368,PCGF2,SF3B1
854369,RNF2,SF3B1
854373,PHC1,SF3B1
855236,YWHAB,ABL1
855238,YWHAG,ABL1
856524,PHB,YWHAB
857558,BAX,YWHAB
857559,YWHAB,BMH2
857680,MST1R,YWHAB
857683,MST1R,YWHAG
862621,MAPK7,YWHAG
863427,PLCB1,SF3B1
870394,CALM1,YWHAG
870524,CDC25C,YWHAG
872444,KCNK9,YWHAB
872445,KCNJ11,YWHAB
872446,GPR15,YWHAB
876247,BAG3,YWHAB
876249,BAG3,YWHAG
887340,UL46,YWHAB
887341,UL46,YWHAG
891582,TCF21,TCF3
892133,ATP6V0B,YWHAG
892584,PLA2G12A,YWHAG
893481,CASP3,YWHAG
893555,LTB4R,YWHAG
893798,HOXC10,YWHAG
894120,RPL37,TCF3
894150,SMARCD1,YWHAG
894204,RAB11A,YWHAG
901847,WWTR1,YWHAB
901856,YAP1,YWHAB
901914,YWHAB,CDK11B
901915,YWHAG,CDK11B
907217,SRPK2,YWHAB
912692,FBXO6,YWHAG
912983,FBXO6,SF3B1
913342,YWHAB,KLC2
913802,RASSF2,YWHAB
913804,RASSF2,YWHAG
914011,YWHAB,ABLIM1
914012,YWHAB,AGAP3
914013,YWHAB,AKT1S1
914014,YWHAB,AMPD2
914015,YWHAB,ANKS1A
914016,YWHAB,ARAF
914017,YWHAB,ARHGEF2
914018,YWHAB,CEP131
914020,YWHAB,BAIAP2
914022,YWHAB,VIPAS39
914023,YWHAB,CAMKK1
914025,YWHAB,CCDC6
914027,YWHAB,CDC42EP1
914028,YWHAB,CDK16
914029,YWHAB,CDK17
914030,YWHAB,CDK18
914031,YWHAB,CEP170
914032,YWHAB,CLASP1
914033,YWHAB,CLASP2
914034,YWHAB,NELFB
914036,YWHAB,CRTC3
914037,YWHAB,CYFIP2
914038,YWHAB,CYLD
914039,YWHAB,DCAF7
914040,YWHAB,DDX6
914041,YWHAB,DENND1A
914043,YWHAB,DENND4C
914044,YWHAB,DOCK11
914046,YWHAB,EIF4E2
914048,YWHAB,DMTN
914050,YWHAB,FAM83B
914053,YWHAB,GBF1
914054,YWHAB,GIGYF1
914055,YWHAB,GIGYF2
914056,YWHAB,GRIP1
914060,YWHAB,HGS
914061,YWHAB,INPP5F
914063,YWHAB,IRS4
914064,YWHAB,CEP170B
914065,YWHAB,KIAA0355
914067,YWHAB,KIAA1671
914068,YWHAB,KIAA1804
914069,YWHAB,KIF1B
914070,YWHAB,KIF1C
914071,YWHAB,KLC4
914074,YWHAB,LIMA1
914075,YWHAB,LMO7
914076,YWHAB,LUZP1
914080,YWHAB,MARK1
914083,YWHAB,MAST2
914084,YWHAB,MTMR12
914085,YWHAB,NADK
914086,YWHAB,NAV1
914088,YWHAB,NCKIPSD
914089,YWHAB,NF1
914090,YWHAB,PAK4
914092,YWHAB,PARP8
914093,YWHAB,PFKFB2
914094,YWHAB,PHLDB2
914096,YWHAB,PIK3C2A
914097,YWHAB,PKP2
914098,YWHAB,PLEKHA5
914099,YWHAB,PLEKHA7
914100,YWHAB,PPFIA1
914101,YWHAB,PPFIBP1
914102,YWHAB,PPM1H
914103,YWHAB,PPP2R5D
914104,YWHAB,PTPN13
914106,YWHAB,PUM1
914107,YWHAB,R3HDM1
914108,YWHAB,R3HDM2
914109,YWHAB,RAB11FIP1
914110,YWHAB,RAB11FIP2
914113,YWHAB,RAPGEF6
914114,YWHAB,RASAL2
914115,YWHAB,REEP4
914116,YWHAB,RICTOR
914117,YWHAB,RTKN
914118,YWHAB,SAMD4A
914120,YWHAB,SH3PXD2A
914121,YWHAB,SH3RF1
914122,YWHAB,SH3RF3
914123,YWHAB,SHKBP1
914124,YWHAB,SHROOM3
914125,YWHAB,SIPA1L2
914126,YWHAB,SIPA1L3
914127,YWHAB,SKIV2L2
914128,YWHAB,SORBS1
914129,YWHAB,SORBS2
914130,YWHAB,SRGAP2
914131,YWHAB,STAM
914132,YWHAB,STK3
914133,YWHAB,TANC2
914134,YWHAB,TBC1D1
914135,YWHAB,TBC1D22A
914136,YWHAB,TBC1D22B
914137,YWHAB,TBC1D4
914138,YWHAB,TBC1D5
914139,YWHAB,TP53BP2
914140,YWHAB,TPD52L1
914143,YWHAB,TTC28
914144,YWHAB,UHRF1BP1L
914145,YWHAB,USP54
914147,YWHAB,VPS33B
914148,YWHAB,WDR62
914149,YWHAB,NELFA
914150,YWHAB,WNK1
914152,YWHAB,YWHAG
914153,YWHAB,YWHAH
914156,YWHAB,ZAK
914157,YWHAB,ZCCHC8
914158,YWHAB,ZFP36L2
914400,YWHAG,AMOT
919396,TCF3,MAPKAPK2
919457,PRPF40A,SF3B1
919514,WBP4,SF3B1
919554,APBB1,SF3B1
919685,WWOX,SF3B1
920544,YWHAB,CAPZA1
923339,YWHAG,PAFAH1B1
923355,YWHAB,PAFAH1B2
923357,YWHAG,PAFAH1B2
923373,YWHAB,PAK2
923601,YWHAB,PGD
923602,YWHAG,PGD
925634,YWHAB,SLC9A3R1
925672,YWHAB,SMS
926345,YWHAG,TXNDC5
926440,YWHAG,UBFD1
926568,YWHAG,VCL
926783,BCCIP,YWHAB
926784,DAK,YWHAB
926785,G6PD,YWHAB
926786,GSS,YWHAB
926787,LDHB,YWHAB
926788,RRAGB,YWHAB
926789,SGTA,YWHAB
926790,TUBB4B,YWHAB
926814,ALDH7A1,YWHAG
926815,CAPNS1,YWHAG
926816,CKB,YWHAG
926817,G6PD,YWHAG
926818,GAPDH,YWHAG
926819,GSS,YWHAG
926820,HMGB2,YWHAG
926821,LDHB,YWHAG
926822,PAK2,YWHAG
926823,TGM2,YWHAG
926824,UBE2R2,YWHAG
926825,UBE2V1,YWHAG
926847,YWHAG,YWHAH
934141,RPA1,SF3B1
934174,RPA2,SF3B1
934207,RPA3,SF3B1
935598,ERG,SF3B1
937891,SIRT7,VPRBP
939208,LGR4,SF3B1
949356,IRS4,YWHAG
950241,STAU1,SF3B1
950808,SIK3,YWHAB
951111,MDM2,SF3B1
957616,SART3,SF3B1
1028287,YWHAB,DDIT4
1029190,DTL,YWHAB
1029191,DTL,YWHAG
1029901,HUWE1,YWHAG
1042637,TCF3,FAM115A
1054374,PTF1A,TCF3
1055919,HAND1,TCF3
1058038,CUL7,SF3B1
1058151,CUL7,YWHAB
1058153,CUL7,YWHAG
1058618,OBSL1,SF3B1
1059181,CCDC8,SF3B1
1059274,CCDC8,YWHAG
1062771,EZH2,SF3B1
1062885,SUZ12,SF3B1
1063409,EED,SF3B1
1064632,EED,YWHAG
1064697,EED,YWHAB
1067267,RNF115,YWHAB
1067392,EGFR,YWHAB
1105706,MAST1,YWHAB
1105855,TNK1,YWHAB
1105857,TNK1,YWHAG
1110819,TCF3,TCF15
1110821,TCF3,NEUROD1
1173884,BTRC,YWHAB
1173886,BTRC,YWHAG
1173967,FBXW11,YWHAB
1174000,FBXW11,YWHAG
1175534,HIST1H1A,SF3B1
1175640,NOL12,SF3B1
1179106,RBM7,SF3B1
1181033,RPSA,SF3B1
1183171,RPS8,SF3B1
1186821,PRR11,SF3B1
1189878,TESPA1,YWHAG
1191977,FAM189A2,YWHAG
1193131,MESP2,TCF3
1196450,ZRSR2,SF3B1
1240692,FRMD5,YWHAB
1240694,FRMD5,YWHAG
1240710,WWC1,YWHAB
1240713,WWC1,YWHAG
1255450,HSPB1,YWHAB
1256127,FBXW11,SF3B1
1256409,UNK,YWHAG
1256460,UNK,YWHAB
1256529,UNK,SF3B1
1259592,SF3B1,CAPZA1
1259706,SF3B1,CCDC97
1260236,SF3B1,COPA
1260252,SF3B1,COPB1
1260271,SF3B1,COPG1
1263964,SF3B1,KPNA2
1264167,SF3B1,LONP1
1264388,YWHAG,MCFD2
1266095,YWHAG,PABPC4
1267446,SF3B1,PRPF3
1267474,SF3B1,PRPF4
1271962,ARCN1,SF3B1
1271963,COPZ1,SF3B1
1271964,DHX15,SF3B1
1271966,MCM4,SF3B1
1271967,MCM5,SF3B1
1271968,MCM7,SF3B1
1271969,MOB4,SF3B1
1271970,PRPF19,SF3B1
1274653,NCAPD3,YWHAB
1274654,PITHD1,YWHAB
1274655,SLK,YWHAB
1274664,MCM3,YWHAG
1274666,SKP1,YWHAG
1274787,RNU12,SF3B1
1276005,NTRK1,SF3B1
1276027,NTRK1,YWHAG
1276206,NTRK1,YWHAB
1277296,SCARNA22,SF3B1
1415116,TCF3,BHLHE40
1415118,TCF3,PARP1
1415156,PSMD4,TCF3
1415382,KAT5,SF3B1
1416605,NEDD9,TCF3
1427582,HIST1H2BG,YWHAB
1429620,CLK1,SF3B1
1429848,LCA5,YWHAG
1429871,LCA5,YWHAB
1432511,CEP89,YWHAG
1439316,XPO1,TCF3
1439860,XPO1,YWHAG
1441944,HIST1H3E,SF3B1
1447689,BCOR,TCF3
1447690,KIF18A,TCF3
1448174,CHORDC1,YWHAB
1448175,CENPJ,YWHAB
1448183,CDC25B,YWHAG
1448184,KDR,YWHAG
1448188,RBM7,YWHAG
1448191,WDR62,YWHAG
1452232,KPNA1,SF3B1
1452233,MYO1C,SF3B1
1452234,XRCC3,SF3B1
1452235,EMC2,SF3B1
1452236,ZBTB33,SF3B1
1452237,NES,SF3B1
1452238,UGGT1,SF3B1
1452239,NAF1,SF3B1
1452240,MMGT1,SF3B1
1452241,PIGS,SF3B1
1452242,ENTHD2,SF3B1
1453673,POLH,SIRT7
1453674,AURKA,SIRT7
1453675,KBTBD7,SIRT7
1462588,KIF13B,TCF3
1462589,DCTN3,TCF3
1462991,SART3,YWHAB
1462992,CENPE,YWHAB
1462994,CENPE,YWHAG
1466622,ECT2,SF3B1
1466623,JUNB,SF3B1
1466624,KIF7,SF3B1
1466625,KIFC1,SF3B1
1467886,LGALS3BP,SIRT7
1505726,LMO2,TCF3
1506754,FOXB1,SF3B1
1508061,FOXK2,SF3B1
1508387,YWHAB,PPARG
1508388,YWHAG,PPARG
1508792,CRY1,YWHAB
1509165,FOXL1,SF3B1
1509709,YWHAG,USP37
1510151,FOXQ1,SF3B1
1511170,MCM2,YWHAB
1511638,MCM2,YWHAG
1512754,KSR1,YWHAG
1513372,MDM2,YWHAB
1513887,SNW1,SF3B1
1521898,RBM15,SF3B1
1526957,SHANK3,YWHAB
1526958,SHANK3,YWHAG
1527156,DLG4,YWHAB
1527216,DLGAP1,YWHAB
1527234,DLGAP1,YWHAG
1527307,SYNGAP1,YWHAG
1527831,DACT1,YWHAB
1533741,NFATC2,YWHAB
1533775,NFATC2,YWHAG
2197320,ERRFI1,YWHAB
2204662,YWHAG,MAP3K5
2205982,CDC73,YWHAB
2206073,LNX1,YWHAG
2206091,LNX1,YWHAB
2206150,LNX2,YWHAG
2206395,ATOH1,TCF3
2210559,MDM2,SIRT7
2211352,CDH1,YWHAB
2211754,FLCN,SF3B1
2214078,PPEF2,YWHAG
2214129,PPM1H,YWHAG
2214481,PTPN4,YWHAG
2214607,TENC1,YWHAG
2215311,CDC25A,YWHAG
2215528,DUSP16,YWHAB
2216232,MTMR4,YWHAB
2218329,NEUROG3,TCF3
2229606,FKBP9,TCF3
2229941,SMTNL2,YWHAG
2232323,SNRPE,SF3B1
2234057,SNRPN,SF3B1
2238152,SNRPG,SF3B1
2238289,SMTNL2,YWHAB
2239355,COLGALT2,TCF3
2239860,SPATA13,YWHAG
2244812,SPATA13,YWHAB
2247273,TFEB,YWHAG
2249299,PRICKLE3,YWHAG
2249446,PLEKHG5,YWHAG
2249707,PAK6,YWHAG
2250233,ZCRB1,SF3B1
2252282,CDCA7,YWHAG
2252600,NKD2,YWHAG
2252823,ZNF397,YWHAG
2253688,PRICKLE3,YWHAB
2254079,DMTN,YWHAG
2254170,RRS1,SF3B1
2256840,RIN1,YWHAG
2257118,FAM163A,YWHAG
2257132,TESPA1,YWHAB
2257814,SFN,YWHAB
2258042,HIST1H1E,SF3B1
2258072,SNRPF,SF3B1
2258300,TEX33,YWHAG
2258782,FAM189A2,YWHAB
2260705,SNX24,YWHAG
2261023,NKD2,YWHAB
2261402,STAC,YWHAB
2264165,REEP1,YWHAG
2265923,TFEB,YWHAB
2267992,PPAN,SF3B1
2268707,E4F1,SF3B1
2268814,ANKRD55,YWHAG
2269511,FAM163A,YWHAB
2270562,RAB11FIP1,YWHAG
2270854,SSH1,YWHAG
2296071,PTPDC1,YWHAG
2296073,PTPDC1,YWHAB
2296143,PTPN14,YWHAG
2296280,PTPN4,YWHAB
2296558,SSH1,YWHAB
2333806,DLG4,YWHAG
2340117,HOMER1,YWHAB
2340332,MYCBP2,SF3B1
2341615,FANCD2,YWHAB
2341719,FANCD2,YWHAG
2342715,FANCD2,SF3B1
2345490,MTNR1A,YWHAB
2345671,MTNR1B,YWHAB
2347032,CYLD,SF3B1
2360270,CD2BP2,SF3B1
2360594,TSC2,YWHAG
2361044,DLD,YWHAB
2361138,DLD,YWHAG
2361412,DLST,YWHAG
2361534,DNM1L,YWHAB
2361801,PARK7,YWHAB
2362074,SDHA,YWHAB
2362126,SDHA,YWHAG
2362229,SOAT1,YWHAB
2362310,SOD1,YWHAB
2362412,SOD1,YWHAG
2376594,FOXA1,YWHAB
2379437,TRIM25,YWHAB
2380250,G3BP1,YWHAB
2382383,SIRT7,SIRT1
2382386,SIRT7,PSME2
2382387,SIRT7,CDK9
2382392,SIRT7,FOXO1
2382393,ELK4,SIRT7
2383581,BRCA1,SF3B1
2384139,LMNA,SF3B1
2385646,MTF1,SF3B1
2386213,URI1,YWHAB
2386659,BRD1,YWHAB
2386668,BRD1,YWHAG
2391742,TTC23,SF3B1
2391876,1600002H07RIK,SF3B1
2393779,YWHAB,TP53
2394103,SIRT7,COPS4
2394104,SIRT7,UBE2R2
2394105,SIRT7,WDR77
2394107,SIRT7,DCAF11
2394108,SIRT7,DCAF5
2394109,SIRT7,DCAF7
2394111,SIRT7,COPS5
2394113,SIRT7,CUL4A
2397854,HNRNPL,TCF3
2399583,IFNAR1,YWHAB
2448172,CFTR,YWHAG
2448271,CFTR,YWHAB
2448833,GJA1,YWHAG
2450445,UBE3A,YWHAG
2457985,MFAP1,SF3B1
2458720,RPL35,SF3B1
2458762,SCYL1,SF3B1
2461995,CBX4,YWHAG
2463937,EGLN3,YWHAB
2464860,POLD1,YWHAB
2465468,EGLN3,TCF3
2466038,RIPK4,YWHAB
2466882,TMPO,SF3B1
2467179,PPEF1,YWHAB
2467222,PPM1D,YWHAB
2467435,PPP2R1A,YWHAB
2467440,PPP2R1A,YWHAG
2467521,PPP1CC,YWHAB
2467534,PPP5C,YWHAB
2467818,TENC1,YWHAB
2467871,PPTC7,YWHAB
2467995,DUSP16,YWHAG
2468055,PPP4R2,SF3B1
2468095,OLIG1,TCF3
2468929,MAP3K5,YWHAB
2471934,API5,YWHAG
2472598,GSK3A,YWHAB
2473318,PPIE,YWHAB
2473341,PPIE,YWHAG
2473674,TRIP4,SF3B1
2473736,UBE2L6,YWHAG
2473779,YAF2,YWHAB
2474386,SLBP,SF3B1
2485261,UBE2M,YWHAB
2485263,UBE2M,YWHAG
2487259,EFTUD2,YWHAG
2487842,AAR2,YWHAB
2487844,AAR2,YWHAG
2487965,AAR2,SF3B1
2488429,PIH1D1,YWHAG
2488557,PIH1D1,SF3B1
2488922,EFTUD2,YWHAB
2489985,TNIP2,YWHAG
2490289,IRF2BP2,TCF3
2491157,SOCS6,YWHAG
2492094,RNF4,SF3B1
2492672,CHD3,SF3B1
2493435,CHD4,SF3B1
2493938,LARP7,SF3B1
2494469,RNF31,YWHAG
2497324,FAM188B,SF3B1
2497588,SPDL1,SF3B1
2498120,RIOK1,SF3B1
2511787,ITM2B,YWHAG
2513418,SPOP,YWHAG
2515977,BPLF1,YWHAB
2515979,BPLF1,YWHAG
2519440,ESR2,YWHAG
2519507,ESR2,YWHAB
2520775,ESR2,SIRT7
2521262,NEUROG1,TCF3
2522004,HEXIM1,SF3B1
2522227,HEXIM1,YWHAG
2522978,MEPCE,SF3B1
2523054,MEPCE,YWHAG
2523145,MEPCE,YWHAB
